date,close_sap,high_sap,low_sap,open_sap,volume_sap,ticker,adjusted_close,close_meta,high_meta,low_meta,open_meta,volume_meta,close_asml,high_asml,low_asml,open_asml,volume_asml,close_googl,high_googl,low_googl,open_googl,volume_googl,close_005930.ks,high_005930.ks,low_005930.ks,open_005930.ks,volume_005930.ks,close_jpm,high_jpm,low_jpm,open_jpm,volume_jpm,close_msft,high_msft,low_msft,open_msft,volume_msft,close_nvda,high_nvda,low_nvda,open_nvda,volume_nvda,close_2222.sr,high_2222.sr,low_2222.sr,open_2222.sr,volume_2222.sr,close_wmt,high_wmt,low_wmt,open_wmt,volume_wmt,close_hdb,high_hdb,low_hdb,open_hdb,volume_hdb,close_baba,high_baba,low_baba,open_baba,volume_baba,close_tsla,high_tsla,low_tsla,open_tsla,volume_tsla,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl,close_reliance.ns,high_reliance.ns,low_reliance.ns,open_reliance.ns,volume_reliance.ns,close_tsm,high_tsm,low_tsm,open_tsm,volume_tsm,close_amzn,high_amzn,low_amzn,open_amzn,volume_amzn,close_ssnlf,high_ssnlf,low_ssnlf,open_ssnlf,volume_ssnlf
2016-11-01,72.4056396484375,76.35567167765443,70.41322221690524,76.31216647585448,19724900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,75.1985092163086,75.89455268094204,70.7351499153867,72.11852783794357,13281700.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,79.61835479736328,79.87067033932604,74.3806449857855,75.04188548755131,17950600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,81.07135009765625,82.17631191495263,78.46989954162487,79.11373540434964,13926600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,85.41290283203125,85.95233682752006,81.55857673781377,81.74998901485696,18219500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,87.16169738769531,88.97140481045398,83.55968727702917,85.80442013960703,15893200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,93.58267974853516,93.90460099551736,87.37051638434195,87.37051638434195,13904200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,92.25589752197266,95.82556096940644,90.74870823125399,94.35362839434873,16183400.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,93.29594421386719,93.81597234812601,89.64695831240289,91.53314883250161,15959900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,92.502685546875,95.14687863606092,91.46263599614731,94.02750652043241,13256100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,96.645263671875,97.54428640914614,91.97385295349042,93.17255441953935,13077200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,100.65560913085938,100.90240612193243,96.81271483161737,96.92730083003389,13258000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,99.90643310546875,103.035397791742,97.78226803561353,102.55944220223803,11710400.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,99.03384399414062,102.60350729268839,97.38562790952308,98.32872315939296,8915600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,99.81829071044922,102.68283326946873,96.39847001466627,98.03787029409837,28479000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,92.1060562133789,99.21011925846534,87.43464588786422,98.91044727942135,24010200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,92.68778991699219,96.53949375167073,89.0916855102937,90.62531570082969,18115700.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,97.685302734375,98.33753510964202,90.19342274227769,92.6172662691327,18830300.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,99.412841796875,102.85029397838656,96.70695127909242,97.31511780972619,20449500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,103.5029067993164,109.13175487340834,100.40658360122433,102.42903546933843,19234100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,103.84296417236328,109.83872026993289,101.5967899234086,101.65048110126385,19775900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,107.15406036376953,109.6329079528339,100.33500715410018,104.10249090286594,14874600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,110.07139587402344,113.79413904418139,102.50958319740347,105.38217734360056,16254400.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,95.98583984375,110.74256427458906,92.00357788042759,110.59043471377299,26693900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,92.78214263916016,97.99935000686189,88.44192997614816,95.79792267974072,19325100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,89.08625030517578,94.48243276750128,84.8444692618103,94.41083997063814,16546100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,92.54946899414062,96.92547803403954,85.41719869904969,88.20925635297387,18762400.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,95.86949157714844,97.07759763603254,92.08411353020051,92.9074100761722,9623000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,103.32392883300781,103.94140470097747,94.95671434669885,96.64805475878036,13489500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,115.31546020507812,116.47881927283693,98.6884118455335,103.6013532329839,23663500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,110.14299774169922,116.43406963114468,109.8566333840455,115.49443295550272,14617000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,124.08889770507812,124.71478688971155,110.77292536924223,112.86828388059307,21594600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,111.59835815429688,127.5539359054609,110.74569839519086,125.81233917751223,19675100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,108.0788803100586,113.71186175513662,105.66603755941041,112.08818326393529,11607000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,106.91781616210938,112.10632221957368,105.44834002903791,107.77046900135706,14863300.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,120.2610092163086,121.53091928240158,102.31891702561134,107.14459603823717,20276600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,123.31786346435547,124.37914833151493,120.33356812073414,121.48555293356826,9313100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,121.54000091552734,126.51987546405265,120.05238602525476,122.39264692158864,9712900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,118.61918640136719,127.5992979178641,117.9660858720604,122.83711463224098,18704600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,112.08818817138672,126.90992033881813,109.20366544360573,119.5716259788053,11731300.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,100.23262023925781,117.14063815855762,82.45380391575905,112.59615271494985,29913600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,107.52557373046875,114.38311606732103,93.62906838194547,97.16669195526285,20334200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,116.1972885131836,116.23356572774992,99.61581249844306,106.00167493824318,15799800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,128.8248748779297,131.63141960307257,117.02819733063806,117.46988570490919,17772100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,146.5106964111328,152.22499213915205,127.35258970990299,127.55502992978361,16082800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,152.2065887451172,155.18795535066474,145.33286056330994,147.9461617244777,8622200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,143.3728790283203,155.7860807224892,137.50214106158887,152.4550280439153,12252500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,98.30258178710938,146.7315368631421,97.22597560230932,143.90658468769143,38455200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,111.48872375488281,112.15124574382686,96.28738554843747,97.82408048819613,33269000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,119.98196411132812,121.7947152185303,110.31089497242225,112.40890592710998,17314100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,116.12642669677734,124.20558604144811,114.43330304367593,121.15060327961713,23087100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,113.50391387939453,122.18118956453283,113.03462130326892,119.74272436203354,16687300.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,112.98861694335938,117.5066856525166,110.49493630007161,114.10203108162743,19787300.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,128.76966857910156,133.81223840430619,114.97619990911308,115.15103591727556,21350000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,128.7604522705078,131.33695250758342,123.82831352860438,130.02110520311217,12844900.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,131.3704376220703,136.82314907529934,128.58327167674895,132.06254097020653,11571800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,134.41949462890625,140.88233342834562,127.28324781807613,131.01504935858722,15274100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,140.4240264892578,140.9945522799511,133.5122543148459,133.79284334280752,9576500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,126.30118560791016,141.67731048187198,126.21701317943653,141.02261225260315,10910200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,135.410888671875,138.31028489306985,124.37449612427505,127.29260208669112,13915200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,120.1282958984375,140.2182619028537,119.45488794107376,136.22458137513973,11286800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,131.0430908203125,132.45536936171203,119.7728771494985,122.97155767698465,13570100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,117.10731506347656,132.5208519972605,111.33659447570398,131.23951303873483,21783800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,105.29463958740234,119.86641655391728,100.42179390497387,118.36060352100522,19890200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,103.77947235107422,108.49332094496405,97.40081359473697,103.94782434141584,26327500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,94.2769546508789,105.30398469769523,92.49990750535541,103.63917458743933,25114800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,93.37906646728516,95.95110615282326,86.92559078302023,94.68846991614859,36051800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,87.3409652709961,98.58592214150787,85.64651770277555,97.18030345084682,25233700.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,89.73822784423828,92.23176253382755,80.38989484597192,86.42635437675881,25853200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,82.04582214355469,93.21375687766067,80.9001435791393,90.28698650851162,20416100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,78.22369384765625,85.97385968388274,75.30655296309637,81.38152302097815,30682800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,92.48206329345703,95.44734469594526,77.5016269449953,79.37899260992133,29409200.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,106.74044799804688,108.00165231676829,89.21833566777242,93.58923599815841,25452100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,99.34650421142578,108.61781480409631,97.98901868529242,107.43362514629436,17735800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,114.11512756347656,114.37507502244797,99.43314230012246,100.16483673712267,21541700.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,109.58056640625,118.6882105870491,108.37712493396856,114.92384948126913,13049800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,121.83641815185547,122.04821768196247,108.79110959427537,110.83214898492643,18155400.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,130.23162841796875,131.75278022444883,120.8929180467992,121.48019808163994,22968800.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,125.58152770996094,132.20527431885642,123.97373165504139,130.5204562463395,21261600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,133.90374755859375,136.29191711335514,127.84523912286228,128.36397915660095,14183500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,133.4535369873047,142.01766163979934,128.32484439036597,132.7879743911509,23337000.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,136.7225799560547,138.33752317673157,129.10785100931707,133.42417334993806,18215600.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,126.5728759765625,138.37668427232387,124.05746304829339,137.53495256470887,15391500.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-01,131.15345764160156,132.91522349237374,124.59578774645125,126.49457900035856,23627100.0,SAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
